"names" "transcripts" "pool_ratio" "weighted_length"
"628" "YKL157W" 0.666 28.870096312
"629" "YMR227C" 0.666 29.453154162
"630" "YIL036W" 0.666 29.6167008898
"631" "YGR276C" 0.667 25.7072544404
"632" "YDL173W" 0.667 26.4737430168
"633" "YNL140C" 0.667 26.7076121347
"634" "YOR373W" 0.667 27.1975180972
"635" "YLL043W" 0.667 27.3990793201
"636" "YGR124W" 0.667 30.3777168179
"637" "YPR124W" 0.668 26.8198757764
"638" "YLR032W" 0.668 27.8054198134
"639" "YAL005C" 0.668 27.9379524302
"640" "YDL185W" 0.668 28.3943939021
"641" "YAL043C" 0.668 30.2509833302
"642" "YOR371C" 0.669 27.3126102293
"643" "YJL080C" 0.669 27.6730848013
"644" "YCL008C" 0.67 25.4775176514
"645" "YFR001W" 0.67 27.8639914773
"646" "YBR051W" 0.67 29.2125171939
"647" "YAR030C" 0.67 29.3928479547
"648" "YBL085W" 0.671 25.599918517
"649" "YDL065C" 0.671 29.0136660725
"650" "YLR069C" 0.672 24.0581638472
"651" "YOR216C" 0.672 26.1392016377
"652" "YNR008W" 0.672 28.7664307381
"653" "YGR150C" 0.673 25.6476250262
"654" "YDR110W" 0.673 26.7559648388
"655" "Q0045" 0.673 26.8997453114
"656" "YOL125W" 0.673 27.8681398297
"657" "YGL173C" 0.674 24.3050274609
"658" "YKL045W" 0.674 26.9911138665
"659" "YJR064W" 0.674 27.301974706
"660" "YBR085W" 0.674 32
"661" "YLR276C" 0.675 26.3311049941
"662" "YDR389W" 0.675 27.3998827896
"663" "YDL086W" 0.675 29.0564915758
"664" "YJL016W" 0.675 30.8408516781
"665" "YJL123C" 0.676 24.8684734954
"666" "YDL140C" 0.676 25.3625866051
"667" "YER178W" 0.676 25.972082072
"668" "YDR532C" 0.676 27.1150059078
"669" "YML085C" 0.676 27.5734961556
"670" "YGR081C" 0.676 28.1474136506
"671" "YHR080C" 0.677 25.6076104746
"672" "YMR032W" 0.677 26.3714859438
"673" "YDR326C" 0.677 27.7690436085
"674" "YNL139C" 0.677 28.0225281602
"675" "YNL120C" 0.677 30.6728971963
"676" "YKL172W" 0.678 23.9653777706
"677" "YJL086C" 0.678 28.2910874898
"678" "YOR158W" 0.678 28.5325495319
"679" "YGL208W" 0.678 31.8271119843
"680" "YDL084W" 0.679 25.7246376812
"681" "YPR104C" 0.679 25.8541266795
"682" "YOL104C" 0.679 26.9945778466
"683" "YEL007W" 0.679 27.552742616
"684" "YNR052C" 0.679 29.7998137803
"685" "YLR182W" 0.68 24.287665886
"686" "YIR004W" 0.68 25.3685432385
"687" "YPR174C" 0.68 26.76123421
"688" "YJR090C" 0.68 26.8021621622
"689" "YER103W" 0.68 27.4555160142
"690" "YDR254W" 0.68 27.7996654897
"691" "YBR156C" 0.68 28.58374143
"692" "YBL109W" 0.68 29.557328016
"693" "YOL080C" 0.68 30.1619926842
"694" "YJL106W" 0.68 30.6219911419
"695" "YDL063C" 0.68 31.6695896177
"696" "YNL089C" 0.681 25.1817075291
"697" "YER048C" 0.681 26.3113428006
"698" "YKL217W" 0.681 30.1148753894
"699" "YER133W" 0.682 26.6769420469
"700" "YJL027C" 0.682 27.6664490862
"701" "YLR023C" 0.682 27.9372965565
"702" "YDL026W" 0.682 28.3139791269
"703" "YBL007C" 0.682 28.6765355722
"704" "YBL048W" 0.682 29.29584866
"705" "YNL040W" 0.682 29.7549325026
"706" "YIR006C" 0.683 23.8277215451
"707" "YLR385C" 0.683 30.4019152641
"708" "YJL033W" 0.684 27.9831342235
"709" "YOL122C" 0.684 28.0407172208
"710" "YDR371W" 0.684 28.2200584226
"711" "YAL015C" 0.684 28.6983372922
"712" "YLR400W" 0.685 27.5217307321
"713" "YHL028W" 0.685 28.4645669291
"714" "YKL210W" 0.686 24.9877622378
"715" "YDR490C" 0.686 27.27532097
"716" "YDR426C" 0.686 28.8418862691
"717" "YHR101C" 0.686 30.5426689576
"718" "YDR365C" 0.687 24.4125846276
"719" "YMR128W" 0.687 24.5130315501
"720" "YNL227C" 0.687 25.1346982759
"721" "YKR062W" 0.687 25.2663189505
"722" "YOR094W" 0.687 26.0003598417
"723" "YDR158W" 0.687 27.7935798456
"724" "YBR225W" 0.687 28.0569075253
"725" "YDL092W" 0.687 28.1304021045
"726" "YOR013W" 0.687 30.6303845346
"727" "YDR227W" 0.688 24.3833809628
"728" "YPR190C" 0.688 27.0457796853
"729" "YIL031W" 0.688 27.1959213401
"730" "YKL030W" 0.688 27.9313124798
"731" "YNL121C" 0.688 28.1432940149
"732" "YNL338W-R" 0.688 29.2392608591
"733" "YBL091C-A" 0.689 29.1816367265
"734" "YDR171W" 0.689 29.4704908991
"735" "YDL043C" 0.689 31.7574215437
"736" "YDR484W" 0.69 28.233030091
"737" "YBR107C" 0.69 31.1413547788
"738" "YER098W" 0.691 24.8639325412
"739" "YDR096W" 0.691 29.1100292113
"740" "YML080W" 0.691 32.6057633354
"741" "YLR310C" 0.692 26.7084699981
"742" "YOR176W" 0.692 30.7005052825
"743" "YNL102W" 0.693 24.9573497322
"744" "YNL110C" 0.693 25.1974386339
"745" "YOR123C" 0.693 26.5570317563
"746" "YER082C" 0.693 26.9916972388
"747" "YPR035W" 0.693 29.8386708404
"748" "YOR330C" 0.694 25.4252828716
"749" "YOL134C" 0.694 26.5919191919
"750" "YDR186C" 0.694 27.0922445453
"751" "YDR207C" 0.694 27.0988725065
"752" "YBL102W" 0.694 28.7652645862
"753" "YJL084C" 0.694 29.2352597782
"754" "YKR037C" 0.694 31.1117728807
"755" "YOL123W-R" 0.695 25.0509049774
"756" "YKR067W" 0.695 25.2050405809
"757" "YPR097W" 0.695 25.2367879204
"758" "YGL245W" 0.695 25.8664223172
"759" "YOR217W" 0.695 26.0348672208
"760" "YPR179C" 0.695 27.4558236747
"761" "YJR118C" 0.695 28.3068202596
"762" "YDR172W" 0.695 30.3831182135
"763" "YLR430W" 0.696 25.8648492993
"764" "YBR266C" 0.696 29.9206086669
"765" "YDL053C" 0.697 26.9275189168
"766" "YDL017W" 0.697 28.4528590553
"767" "YOL151W" 0.697 29.2122830441
"768" "YDL001W" 0.697 30.6484962406
"769" "YHR099W" 0.698 23.7462430228
"770" "YCL004W" 0.698 27.6978561411
"771" "YLL019C" 0.698 30.6622869318
"772" "YPL263C" 0.699 24.2510527371
"773" "YOL138C" 0.699 25.4838709677
"774" "YKL073W" 0.699 25.9124087591
"775" "YBR112C" 0.699 26.6217150761
"776" "YLR131C" 0.699 27.2759781237
"777" "YKL005C" 0.699 27.42578125
"778" "YGL023C" 0.699 29.1372972973
"779" "YDR396W" 0.699 29.5959428001
"780" "YER149C" 0.7 24.4111820383
"781" "YPL006W" 0.7 28.3389748549
"782" "YCR054C" 0.7 29.9635036496
"783" "YPR192W" 0.7 30.5465209278
"784" "YLR003C" 0.701 25.6931330472
"785" "YDR369C" 0.701 28.0351537979
"786" "YHR212C" 0.701 30.3998298596
"787" "YBR022W" 0.701 31.0854927566
"788" "YHR183W" 0.702 24.8560606061
"789" "YOR194C" 0.702 26.167920309
"790" "YKL119C" 0.702 28.7416568512
"791" "YCR099C" 0.702 30.121257485
"792" "YBR087W" 0.702 30.9232794284
"793" "YOL115W" 0.703 26.467031929
"794" "YCL043C" 0.703 27.9915730337
"795" "YDR216W" 0.703 28.4831261101
"796" "YLR449W" 0.704 25.4625366262
"797" "YLR335W" 0.704 25.8418418418
"798" "YDR173C" 0.704 27.4042145594
"799" "YBR162C" 0.704 30.4577069778
"800" "YBR121C" 0.705 25.9553031691
"801" "YGL135W" 0.705 27.193578848
"802" "YAR075W" 0.705 28.999614495
"803" "YER124C" 0.706 27.4278383579
"804" "YJL118W" 0.706 31.0418711155
"805" "YGR270W" 0.707 25.261616556
"806" "YAL004W" 0.707 27.0013190679
"807" "YPR008W" 0.707 27.3422079412
"808" "YDR390C" 0.707 28.3193424274
"809" "YBR284W" 0.707 29.5843563662
"810" "YJR115W-R" 0.707 29.9047829938
"811" "YAR031W" 0.707 30.5292388108
"812" "YBR160W" 0.707 32.3138936535
"813" "YHR103W" 0.708 26.4769756686
"814" "YBR155W" 0.708 26.69168357
"815" "YMR239C" 0.708 27.8849443969
"816" "YBR143C" 0.708 28.2656752412
"817" "YKR056W" 0.708 29.4388027793
"818" "YGR278W" 0.708 30.0290456432
"819" "YGR057C" 0.708 30.3249172185
"820" "YCR037C" 0.708 30.4148977229
"821" "YDR223W" 0.709 29.4305870496
"822" "YOR126C" 0.71 25.9549606968
"823" "YDR314C" 0.71 25.9635416667
"824" "YJL112W" 0.71 26.3491547464
"825" "YOR119C" 0.71 27.0087778528
"826" "YPR164W" 0.71 27.4103963921
"827" "YJL044C" 0.71 28.7650291996
"828" "YDR080W" 0.71 28.9919266856
"829" "YLR384C" 0.711 29.5594817432
"830" "YLR462W" 0.711 31.2305168171
"831" "YOR215C" 0.712 25.518115942
"832" "YPL180W" 0.712 26.7388580634
"833" "YNL272C" 0.712 26.8018998615
"834" "YOR313C" 0.712 27.5238808766
"835" "YBR097W" 0.712 28.6954118297
"836" "YBL009W" 0.712 29.9833487512
"837" "YOR124C" 0.713 26.1159600998
"838" "YGR023W" 0.713 26.3974706414
"839" "YDR208W" 0.713 27.8507004414
"840" "YOL163W" 0.713 31.6086620263
"841" "YEL039C" 0.713 32.393336733
"842" "YOL090W" 0.714 25.6851253032
"843" "YJL029C" 0.714 26.3771472689
"844" "YDR466W" 0.714 26.8465372057
"845" "YOR322C" 0.714 26.9244823386
"846" "YLR263W" 0.714 27.2793818625
"847" "YDR104C" 0.714 27.4418604651
"848" "YER129W" 0.714 28.2577877262
"849" "YAL032C" 0.714 29.5640227148
"850" "YBR179C" 0.715 27.6556543837
"851" "YDL003W" 0.715 28.130495955
"852" "YMR259C" 0.715 28.324054521
"853" "YOR066W" 0.715 28.3907563025
"854" "YBR008C" 0.715 31.3246172372
"855" "YDR482C" 0.715 32.1750727449
"856" "YPL085W" 0.716 23.3580205353
"857" "YLR216C" 0.716 26.4266761012
"858" "YJL218W" 0.716 27.7221294751
"859" "YDL213C" 0.717 25.2612214864
"860" "YOL103W-A" 0.717 28.1597222222
"861" "YKL140W" 0.717 28.3635630794
"862" "YKR091W" 0.717 31.9094522205
"863" "YDR098C-R" 0.717 33.181492109
"864" "YDR485C" 0.718 25.3078267625
"865" "YMR309C" 0.718 27.7617801047
"866" "YBR215W" 0.718 27.8224522293
"867" "YBL024W" 0.718 28.1144343303
"868" "YFL049W" 0.718 30.8150422103
"869" "YGR048W" 0.718 33.115913556
"870" "YER176W" 0.719 25.2543891078
"871" "YLR401C" 0.719 26.4849699399
"872" "YKL023W" 0.719 28.3603862749
"873" "YBR090C" 0.719 33.4327068481
"874" "YER164W" 0.72 21.9868677043
"875" "YDR543C" 0.72 23.8838192744
"876" "YGL053W" 0.72 25.9333676799
"877" "YKL195W" 0.72 26.6278295606
"878" "YGL096W" 0.72 28.1808376775
"879" "YAL058W" 0.72 28.9574314574
"880" "YKR028W" 0.72 29.152754591
"881" "YLR196W" 0.721 23.6927981995
"882" "YBR013C" 0.721 25.3771004299
"883" "YLR183C" 0.721 25.8883802049
"884" "YBR176W" 0.721 27.8458349039
"885" "YAL062W" 0.721 28.299719888
"886" "YNL019C" 0.721 30.7138944678
"887" "YNL314W" 0.721 30.7170294494
"888" "YDR191W" 0.721 30.849135761
"889" "YOR054C" 0.722 24.0903515944
"890" "YKR001C" 0.722 24.5386806925
"891" "YDL143W" 0.722 25.0011218308
"892" "YJL015C" 0.722 27.059239611
"893" "YCR101C" 0.722 28.4423731852
"894" "YOR010C" 0.722 32.9566037736
"895" "YMR068W" 0.722 33.7303087587
"896" "YIL159W" 0.723 22.0134103185
"897" "YDR420W" 0.723 26.7742998353
"898" "YMR147W" 0.723 27.8739379569
"899" "YDL110C" 0.723 27.9759450172
"900" "YNL154C" 0.723 29.2559123246
"901" "YOR386W" 0.723 29.4418861669
"902" "YJL114W" 0.724 26.1793447021
"903" "YDL091C" 0.724 28.4484367709
"904" "YBR046C" 0.724 28.5180722892
"905" "YKR099W" 0.724 29.0266617969
"906" "YKR015C" 0.724 29.7596072456
"907" "YGR101W" 0.724 32.3234134098
"908" "YNL258C" 0.725 25.8390633711
"909" "YGL113W" 0.725 26.3778100073
"910" "YLR303W" 0.725 29.111933395
"911" "YBR174C" 0.725 29.6248429366
"912" "YNL267W" 0.726 25.3740428038
"913" "YCR014C" 0.726 26.3074712644
"914" "YLR068W" 0.726 27.06107601
"915" "YMR274C" 0.726 30.9801462905
"916" "YAL039C" 0.726 31.5970269184
"917" "YDR310C" 0.727 25.8855024712
"918" "YDR283C" 0.727 25.96069869
"919" "YAL064W-B" 0.727 27.3181682131
"920" "YDR363W-A" 0.728 26.5575321726
"921" "YJL154C" 0.728 26.5655998503
"922" "YDR452W" 0.728 26.9137968853
"923" "YOR347C" 0.728 27.3659814591
"924" "YLL034C" 0.728 28.0171755725
"925" "YOR375C-R" 0.729 26.9184112698
"926" "YOR243C" 0.729 27.0663329161
"927" "YLR378C" 0.729 27.151120752
"928" "YER045C" 0.729 29.1227479374
"929" "YBR233W" 0.729 29.2594099695
"930" "YDL018C" 0.729 31.0443307758
"931" "YGL197W" 0.73 24.5542949757
"932" "YDR432W" 0.73 27.4118658641
"933" "YCL067C" 0.73 28.1737762925
"934" "YMR251W-A" 0.73 29.3849765258
"935" "YKR010C" 0.731 24.594294183
"936" "YDR527W" 0.731 26.29406037
"937" "YGL058W" 0.731 26.9386315542
"938" "YAL010C" 0.731 27.7159410112
"939" "YIL015C-A" 0.731 28.799833887
"940" "YKR069W" 0.731 29.4953944734
"941" "YER144C" 0.731 30.6363476115
"942" "YCR042C" 0.732 25.0453172205
"943" "YJL076W" 0.732 25.5812585767
"944" "YGR160W" 0.732 25.6255758246
"945" "YEL040W" 0.732 26.8777956701
"946" "YDL011C" 0.732 29.5642023346
"947" "YAL043C-A" 0.732 30.1068062827
"948" "YAR007C" 0.732 30.1804423749
"949" "YPR025C" 0.733 26.5852762989
"950" "YOR362C" 0.733 30.3818181818
"951" "YOR224C" 0.734 28.3567224989
"952" "YML031W" 0.735 28.2541539902
"953" "YGL219C" 0.735 29.065560166
"954" "YPL105C" 0.736 25.8012343052
"955" "YBR237W" 0.736 27.4505622334
"956" "YKL029C" 0.736 28.3728278041
"957" "YER127W" 0.736 28.4302984511
"958" "YDR002W" 0.736 28.9408159356
"959" "YCL047C" 0.736 29.295965865
"960" "YDR034C" 0.736 29.9248277302
"961" "YGL087C" 0.736 30.2765567766
"962" "YBR007C" 0.737 28.5385704176
"963" "YMR175W" 0.737 30.272587005
"964" "YOR273C" 0.737 31.6751493693
"965" "YAR068W" 0.738 27.9015435962
"966" "YBR157C" 0.738 30.4401676829
"967" "YGR123C" 0.738 33.6726926736
"968" "YLR208W" 0.739 26.8451133549
"969" "YGL164C" 0.739 27.870493992
"970" "YIL128W" 0.739 28.0061115355
"971" "YBL013W" 0.739 28.6058318146
"972" "YDR197W" 0.739 29.6865878015
"973" "YOR191W" 0.74 24.2255965293
"974" "YCR081W" 0.74 28.7759815242
"975" "YBR028C" 0.74 29.5729605515
"976" "YER065C" 0.74 31.8134780414
"977" "YHR010W" 0.741 24.0565561353
"978" "YLR281C" 0.741 26.6779891304
"979" "YDR173C-R" 0.741 26.7026194145
"980" "YEL030W" 0.741 28.2617219409
"981" "YBR197C" 0.742 29.3221543271
"982" "YNL233W" 0.743 25.6997400347
"983" "YBL011W" 0.743 28.1082125604
"984" "YDR413C" 0.743 29.2921313507
"985" "YJR151C" 0.743 31.0813226095
"986" "YGR266W" 0.744 26.5691542289
"987" "YHR078W" 0.744 27.6360057266
"988" "YGR033C" 0.744 28.179771389
"989" "YKL081W" 0.744 28.3958374239
"990" "YDR294C" 0.744 29.5988663615
"991" "YJR162C" 0.744 31.6494845361
"992" "YGR043C" 0.745 27.8963025924
"993" "YPL084W" 0.745 29.0705952146
"994" "YML112W" 0.745 32.6085563211
"995" "YDR285W" 0.746 26.0146561443
"996" "YKR092C" 0.746 27.0055417543
"997" "YLR166C" 0.746 27.6730807379
"998" "YCR013C" 0.746 28.732370141
"999" "YGR253C" 0.746 29.5231846019
"1000" "YKL039W" 0.746 29.5462962963
"1001" "YGR018C" 0.746 29.6686895194
"1002" "YHL009W-A" 0.747 24.516607905
"1003" "YEL004W" 0.747 26.2117596008
"1004" "YPL192C" 0.747 27.4422706863
"1005" "YDR141C" 0.747 28.4394506866
"1006" "YCR073W-A" 0.747 30.5751685839
"1007" "YAR061W" 0.748 26.9441435866
"1008" "YBL089W" 0.748 28.9482259232
"1009" "YDL055C-R" 0.748 29.2817679558
"1010" "YBR202W" 0.748 31.3977666538
"1011" "YBR001C" 0.748 31.4775249723
"1012" "YDL012C" 0.748 32.4691865242
"1013" "YPL210C" 0.749 25.7934208284
"1014" "YBR100W" 0.749 26.5647445106
"1015" "YKL151C" 0.749 32.7821782178
"1016" "YGR240C-R" 0.75 28.1723563697
"1017" "YFR018C" 0.75 29.8176065513
"1018" "YHR161C-R" 0.75 32.131039047
"1019" "YGL025C" 0.75 33.1197714752
"1020" "YKR024C" 0.751 26.3078199544
"1021" "YJL207C" 0.751 26.3513513514
"1022" "YMR077C" 0.751 27.0039335664
"1023" "YER147C" 0.751 30.1236476043
"1024" "YBR117C" 0.751 30.1592417062
"1025" "YIR015W" 0.751 30.2345655845
"1026" "YGR206W" 0.751 31.3213149523
"1027" "YHR155W" 0.752 26.2816901408
"1028" "YJR059W" 0.752 26.5286127811
"1029" "YNL250W" 0.753 25.4263282819
"1030" "YNL098C" 0.753 26.5904532692
"1031" "YGL244W" 0.753 27.3284804368
"1032" "YMR260C" 0.753 27.3751835536
"1033" "YGR261C" 0.753 28.2782186949
"1034" "YKL204W" 0.753 28.4173698292
"1035" "YBR019C" 0.753 28.6431623932
"1036" "YNL291C" 0.753 28.6977351916
"1037" "YOR006C" 0.753 29.4593669803
"1038" "YLR398C" 0.753 29.890070922
"1039" "YNL287W" 0.754 27.0276393294
"1040" "YDR166C" 0.754 27.6213189548
"1041" "YDR040C" 0.754 28.9443742099
"1042" "YLR435W" 0.754 31.5731337965
"1043" "YDR091C" 0.754 31.9012399391
"1044" "YGL150C" 0.755 26.7015607156
"1045" "YIL144W" 0.755 28.2689526957
"1046" "YOR376W" 0.756 27.420411985
"1047" "YPL283C" 0.756 28.320225852
"1048" "YPR150W" 0.756 28.6480424144
"1049" "YGR233C" 0.756 29.0280601871
"1050" "YGL163C" 0.757 25.3437685754
"1051" "YBL037W" 0.757 28.2428738774
"1052" "YBR218C" 0.757 28.4304331161
"1053" "YBL019W" 0.757 28.9138255953
"1054" "YPL161C" 0.757 29.0083507307
"1055" "YGR027C" 0.757 29.2476998016
"1056" "YMR067C" 0.757 29.4001262892
"1057" "YJL163C" 0.757 31.8688466948
"1058" "YHR067W" 0.758 27.1227929374
"1059" "YNL180C" 0.758 27.7021617294
"1060" "YBL029W" 0.758 29.4604651163
"1061" "YDR221W" 0.758 29.5506982392
"1062" "YBL066C" 0.758 29.6640471513
"1063" "YLR236C" 0.758 29.8194602813
"1064" "YHR148W" 0.758 30.810857241
"1065" "YCR022C" 0.758 30.9874908021
"1066" "YDR131C" 0.758 34.1822580645
"1067" "YJL107C" 0.759 25.4092938647
"1068" "YOR264W" 0.76 25.5880665519
"1069" "YIL059C" 0.76 26.6185199842
"1070" "YOL070C" 0.76 26.8059217197
"1071" "YAL049C" 0.76 32.365530303
"1072" "YKL191W" 0.76 32.8943199819
"1073" "YPR112C" 0.761 25.6902163508
"1074" "YAL020C" 0.761 26.7284866469
"1075" "YBR259W" 0.761 28.4918478261
"1076" "YCR028C" 0.761 30.0725606263
"1077" "YKL121W" 0.761 30.3352380952
"1078" "YER008C" 0.762 26.3121167266
"1079" "YOR030W" 0.762 26.8255499807
"1080" "YKR035C" 0.762 27.2736973146
"1081" "YDR068W" 0.762 27.5336950814
"1082" "YLR210W" 0.762 27.6529993941
"1083" "YPL116W" 0.762 28.5241779497
"1084" "YCR063W" 0.762 29.5915905566
"1085" "YBR039W" 0.762 30.7610789981
"1086" "YPL110C" 0.763 25.8481518482
"1087" "YBR017C" 0.763 27.8236052292
"1088" "YNL034W" 0.763 28.4616666667
"1089" "YDR192C" 0.763 31.726512543
"1090" "YPL223C" 0.764 26.6116439884
"1091" "YJL085W" 0.764 26.6221868154
"1092" "YJR041C" 0.764 27.0520231214
"1093" "YLR376C" 0.764 29.312788906
"1094" "YDL137W-R" 0.764 29.4171779141
"1095" "YGR221C" 0.764 31.1632506293
"1096" "YKL186C" 0.765 26.6367137356
"1097" "YIL021W" 0.765 27.4144337962
"1098" "YDR477W" 0.765 28.8943057722
"1099" "YBR286W" 0.765 29.0880564817
"1100" "YDR127W" 0.765 29.1339703192
"1101" "YDR121W" 0.765 30.4504356403
"1102" "YAL013W" 0.765 31.1863805639
"1103" "YOR019W" 0.765 31.2858129099
"1104" "YHL030W" 0.766 27.4736842105
"1105" "YDR132C" 0.766 28.2133926091
"1106" "YKL110C" 0.766 28.5335760518
"1107" "YBL014C" 0.766 29.0668939071
"1108" "YKR097W" 0.766 31.6293449198
"1109" "YBR092C" 0.767 28.0519710094
"1110" "YKL099C" 0.767 28.3456668311
"1111" "YDR142C" 0.767 31.6827088347
"1112" "YGR129W" 0.768 27.1781928319
"1113" "YDR218C" 0.768 27.9067658262
"1114" "YPL269W" 0.768 29.2080222515
"1115" "YBL111C" 0.768 29.7507122507
"1116" "YLR136C" 0.768 32.0958309753
"1117" "YDR030C" 0.769 25.6090331687
"1118" "YPR122W" 0.769 25.7675840979
"1119" "YNL328C" 0.769 26.1389684814
"1120" "YPR173C" 0.769 27.2552413926
"1121" "YDR398W" 0.769 27.8191381752
"1122" "YIL138C" 0.769 28.2285798992
"1123" "YDR234W" 0.769 28.3509833585
"1124" "YDL013W" 0.769 30.1515151515
"1125" "YCL016C" 0.769 30.5317515701
"1126" "YCR007C" 0.769 31.45575144
"1127" "YMR018W" 0.77 26.6307501036
"1128" "YOR065W" 0.77 28.3906177427
"1129" "YEL057C" 0.77 29.0535947712
"1130" "YKR052C" 0.77 29.1702325581
"1131" "YDR541C" 0.77 29.6132769688
"1132" "YMR106C" 0.771 27.2548666186
"1133" "YKR018C" 0.771 31.5323031093
"1134" "YHR161C" 0.771 31.6910881576
"1135" "YPL158C" 0.772 24.8025276461
"1136" "YFL023W" 0.772 26.0375670841
"1137" "YOL154W" 0.772 28.1085301581
"1138" "YER177W-R" 0.772 28.7368637956
"1139" "YMR090W" 0.772 31.2478661659
"1140" "YPR072W" 0.773 26.1377183967
"1141" "YDR199W" 0.773 27.1472503618
"1142" "YBR289W" 0.773 29.4541728763
"1143" "YPL281C" 0.773 29.8589065256
"1144" "YNL125C" 0.773 34.0532715692
"1145" "YOL045W" 0.774 25.3149370126
"1146" "YPL195W" 0.774 25.8892438765
"1147" "YER172C" 0.774 28.5764535485
"1148" "YKL185W" 0.774 28.6120263591
"1149" "YPR111W" 0.774 29.246835443
"1150" "YLR039C" 0.774 29.2907277429
"1151" "YDR034W-B" 0.774 31.2232693005
"1152" "YBR083W" 0.775 27.615907686
"1153" "YOR335C" 0.775 27.9507083252
"1154" "YJL042W" 0.775 28.2827324478
"1155" "YPR160W" 0.775 29.3020917136
"1156" "YJR108W" 0.775 30.5979340485
"1157" "YCL059C" 0.776 26.7745553597
"1158" "YLL018C" 0.776 28.7992240543
"1159" "YGR219W" 0.776 30.1476287138
"1160" "YOL159C" 0.776 30.7719453022
"1161" "YGR022C" 0.777 24.0322580645
"1162" "YKR035W-A" 0.777 26.9066076043
"1163" "YBR024W" 0.777 27.6395159834
"1164" "YDR101C" 0.777 28.3807219197
"1165" "YBR223C" 0.777 29.2145929584
"1166" "YBR270C" 0.777 29.4791154791
"1167" "YKR106W" 0.777 30.7093942054
"1168" "YBR004C" 0.777 31.1410373066
"1169" "YIL082W" 0.778 23.6308016878
"1170" "YBR229C" 0.778 25.2212389381
"1171" "YNL225C" 0.778 25.2920284136
"1172" "YFR019W" 0.778 25.7297019527
"1173" "YBR010W" 0.778 26.9333809609
"1174" "YDL102W" 0.778 28.1048387097
"1175" "YPR003C" 0.778 28.5480868666
"1176" "YER119C-A" 0.778 31.3886317349
"1177" "YGL014W" 0.779 28.323733863
"1178" "YIL035C" 0.779 28.6421633974
"1179" "YHL013C" 0.779 29.059950337
"1180" "YLL044W" 0.779 29.5631877292
"1181" "YPL196W" 0.779 29.6329492104
"1182" "YDL069C" 0.779 29.7153598281
"1183" "YJR135C" 0.779 30.7257895838
"1184" "YOR069W" 0.78 25.7109047879
"1185" "YKR016W" 0.78 26.3482309125
"1186" "YOR356W" 0.78 27.7401998463
"1187" "YBR275C" 0.78 28.0900202293
"1188" "YPR137W" 0.78 30.3332602499
"1189" "YFL047W" 0.78 31.6782541522
"1190" "YAL042W" 0.78 31.7210802096
"1191" "YNL224C" 0.781 25.2733058779
"1192" "YOR336W" 0.781 26.8093762108
"1193" "YGL013C" 0.781 29.5766698024
"1194" "YMR167W" 0.781 30.2759889604
"1195" "YOR327C" 0.781 30.3774256721
"1196" "YJL041W" 0.782 25.439481268
"1197" "YCR016W" 0.782 26.9154676259
"1198" "YDL247W" 0.782 27.8804402706
"1199" "YMR163C" 0.782 28.0717846461
"1200" "YMR313C" 0.782 28.748519542
"1201" "YLR352W" 0.782 30.7252298264
"1202" "YKR090W" 0.782 30.9431751611
"1203" "YHR147C" 0.782 32.181757434
"1204" "YHR077C" 0.783 25.6563859233
"1205" "YDL122W" 0.783 28.1739811912
"1206" "YDR044W" 0.784 26.4430147059
"1207" "YFR010W" 0.784 27.4011617013
"1208" "YPL111W" 0.784 29.0069228933
"1209" "YGR055W" 0.784 30.8054858026
"1210" "YFL051C" 0.784 31.2149684108
"1211" "YJL131C" 0.785 24.6898179366
"1212" "YDR120C" 0.785 27.1635531834
"1213" "YDR147W" 0.785 27.8725721547
"1214" "YLR407W" 0.785 28.9440098806
"1215" "YCR003W" 0.785 29.3377483444
"1216" "YGR035C" 0.785 33.1860737273
"1217" "YPR196W" 0.785 33.6898853329
"1218" "YLR289W" 0.786 26.2449528937
"1219" "YFL021W" 0.786 27.6139203999
"1220" "YFR002W" 0.786 28.0128072712
"1221" "YDR162C" 0.786 28.3400738526
"1222" "YGR170W" 0.786 28.5086243164
"1223" "YCR011C" 0.786 28.663089649
"1224" "YDR231C" 0.786 28.9263157895
"1225" "YPR121W" 0.786 29.1708208707
"1226" "YOL095C" 0.786 29.9889298893
"1227" "YBR296C" 0.786 30.2241014799
"1228" "YMR172W" 0.787 27.8048780488
"1229" "YIL091C" 0.787 28.0227681246
"1230" "YOR020C" 0.787 28.2533482143
"1231" "YBR148W" 0.787 28.9293080818
"1232" "YBR134W" 0.787 31.4032971452
"1233" "YNL201C" 0.788 27.2471790505
"1234" "YDR049W" 0.788 27.5739534884
"1235" "YPR005C" 0.788 28.8065326633
"1236" "YNL094W" 0.788 29.3453510436
"1237" "YHR106W" 0.788 31.0344141635
"1238" "YDR272W" 0.789 25.0580046404
"1239" "YMR269W" 0.789 27.649197861
"1240" "YJL050W" 0.789 27.9353448276
"1241" "YNR040W" 0.789 28.8557394943
"1242" "YDR508C" 0.789 29.3660714286
"1243" "YBR101C" 0.789 30.0807899461
"1244" "YOR132W" 0.79 27.0051757987
"1245" "YPL048W" 0.79 27.5535048105
"1246" "YJR092W" 0.79 27.7481789802
"1247" "YBR014C" 0.79 28.2631578947
"1248" "YDL117W" 0.79 28.304587156
"1249" "YAR064W" 0.79 28.9171686747
"1250" "YLR365W" 0.79 29.0540256464
