"names" "transcripts" "pool_ratio" "weighted_length"
"4400" "YLR447C" 1.294 32.4887892377
"4401" "YPL099C" 1.294 33.4495217853
"4402" "YER084W" 1.295 28.8884454201
"4403" "YER074W" 1.295 28.9329322244
"4404" "YDL130W" 1.295 30.7004593176
"4405" "YLR287C" 1.295 31.8686296716
"4406" "YLL038C" 1.296 29.5426497278
"4407" "YLL045C" 1.296 31.7933194154
"4408" "YLR036C" 1.296 31.866962306
"4409" "YCL040W" 1.296 33.0821194849
"4410" "YOL071W" 1.297 31.2123052014
"4411" "YDR492W" 1.297 31.6328708645
"4412" "YBL058W" 1.297 31.7983289024
"4413" "YHL014C" 1.297 31.9247916263
"4414" "YPL112C" 1.297 32.3308270677
"4415" "YJL048C" 1.298 30.7564607222
"4416" "YMR103C" 1.299 30.9986185119
"4417" "YIL146C" 1.299 32.5405405405
"4418" "YHR169W" 1.299 32.9002365931
"4419" "YPL081W" 1.299 33.5393030794
"4420" "YKR070W" 1.3 29.2818930041
"4421" "YNL334C" 1.3 30.0371021285
"4422" "YDR397C" 1.3 30.6431686047
"4423" "YLR108C" 1.3 31.5824436536
"4424" "YOR288C" 1.3 31.7574001242
"4425" "YDR387C" 1.3 32.1000744048
"4426" "YDR022C" 1.3 33.289446186
"4427" "YJR046W" 1.301 30.2203975799
"4428" "YNL193W" 1.301 30.9241300627
"4429" "YDR082W" 1.302 31.5522003314
"4430" "YOL140W" 1.302 32.9716423789
"4431" "YIL008W" 1.302 33.039777662
"4432" "YDR198C" 1.303 31.1552203255
"4433" "YKL131W" 1.303 31.4497991968
"4434" "YML082W" 1.304 29.676346708
"4435" "YPL010W" 1.304 31.5880469584
"4436" "YDL237W" 1.304 31.8177855275
"4437" "YMR154C" 1.304 31.8981581798
"4438" "YER073W" 1.304 32.121703854
"4439" "YER035W" 1.304 32.2992635172
"4440" "YNL302C" 1.304 32.9019049315
"4441" "YOR102W" 1.305 30.2333196889
"4442" "YIL061C" 1.305 30.6962167002
"4443" "YIL109C" 1.305 31.1454046639
"4444" "YDR516C" 1.305 31.1535836177
"4445" "YGL127C" 1.305 32.0507924384
"4446" "YPL279C" 1.305 33.2598458904
"4447" "YMR316W" 1.306 30.7511737089
"4448" "YNL253W" 1.306 30.7565528197
"4449" "YLR191W" 1.306 32.816787732
"4450" "YDL108W" 1.306 33.3907449678
"4451" "YHR188C" 1.307 29.7851903598
"4452" "YJL055W" 1.307 31.4583333333
"4453" "YML067C" 1.307 31.955226946
"4454" "YOL072W" 1.307 32.675922404
"4455" "YGL019W" 1.307 32.6893727899
"4456" "YKL102C" 1.308 26.7911954766
"4457" "YOL048C" 1.308 32.1239458717
"4458" "YJR063W" 1.308 32.614379085
"4459" "YPR146C" 1.308 32.891382918
"4460" "YLR292C" 1.309 29.8785504407
"4461" "YGL047W" 1.31 31.2370083554
"4462" "YBL008W" 1.31 31.5409710228
"4463" "YNR041C" 1.31 32.6437020129
"4464" "YNL006W" 1.31 32.9537440365
"4465" "YGR284C" 1.31 33.1484257871
"4466" "YGL002W" 1.31 33.2738095238
"4467" "YNL172W" 1.311 30.2468895801
"4468" "YOR146W" 1.311 30.6350532693
"4469" "YLR286C" 1.311 32.2011315934
"4470" "YOR079C" 1.311 34.7210976158
"4471" "YOR022C" 1.312 28.5222551929
"4472" "YML132W" 1.312 29.8637543253
"4473" "YIR044C" 1.312 32.1340572144
"4474" "YMR298W" 1.312 32.5573575949
"4475" "YKL001C" 1.312 32.722334004
"4476" "YGR275W" 1.313 31.7109723461
"4477" "YJL136C" 1.314 29.276009678
"4478" "YIR016W" 1.314 30.1058201058
"4479" "YGR209C" 1.314 30.4510993177
"4480" "YKR068C" 1.314 30.4943729904
"4481" "YPL152W" 1.314 31.0404145078
"4482" "YMR234W" 1.314 31.0805194805
"4483" "YMR320W" 1.314 31.5907746895
"4484" "YNL264C" 1.314 31.7216040311
"4485" "YDR427W" 1.315 28.4344172452
"4486" "YPR102C" 1.315 29.9792099792
"4487" "YNL252C" 1.315 30.0749954271
"4488" "YOR367W" 1.315 33.0394477318
"4489" "YDL054C" 1.316 29.8152812762
"4490" "YJL132W" 1.316 29.8372615039
"4491" "YOR256C" 1.316 31.1217729038
"4492" "YJR076C" 1.316 32.2549742078
"4493" "YJR143C" 1.316 32.5590633494
"4494" "YML115C" 1.316 32.9260118587
"4495" "YDR526C" 1.317 24.2327123461
"4496" "YJL141C" 1.317 29.3648364262
"4497" "YLR356W" 1.317 31.1003175789
"4498" "YKL196C" 1.317 31.2596497835
"4499" "YLR156W" 1.317 33.7847358121
"4500" "YMR208W" 1.318 28.8907626007
"4501" "YDR511W" 1.318 29.9737479806
"4502" "YDR438W" 1.318 30.3180396246
"4503" "YER168C" 1.318 30.9111617312
"4504" "YLR288C" 1.318 31.517840287
"4505" "YER091C-R" 1.318 31.8085780689
"4506" "YOR145C" 1.318 33.8021044112
"4507" "YDL198C" 1.318 34.305760709
"4508" "YIR019C" 1.319 28.1042435424
"4509" "YNL229C" 1.319 30.4022875173
"4510" "YBR283C" 1.319 32.3307839388
"4511" "YDR539W" 1.319 32.7114520958
"4512" "YLR410W-B" 1.32 29.5614973262
"4513" "YDR428C" 1.32 31.4670723756
"4514" "YML092C" 1.32 32.9088607595
"4515" "YDR443C" 1.321 27.4407582938
"4516" "YPL058C" 1.321 29.2118789263
"4517" "YLR051C" 1.321 29.5409215956
"4518" "YPL068C" 1.321 31.54957759
"4519" "YKL147C" 1.321 31.6486385677
"4520" "YLR034C" 1.321 31.6488706366
"4521" "YNR018W" 1.321 32.8294728435
"4522" "YMR209C" 1.322 30.103569447
"4523" "YKR058W" 1.322 31.4067830624
"4524" "YCR048W" 1.322 31.7906393648
"4525" "YMR193C-A" 1.322 32.1181500194
"4526" "YNL238W" 1.322 32.3103448276
"4527" "YKL009W" 1.323 31.2091229247
"4528" "YGL188C" 1.323 32.5061728395
"4529" "YPR183W" 1.324 30.2422500513
"4530" "YIL093C" 1.324 31.1299435028
"4531" "YJR141W" 1.324 32.993426597
"4532" "YPL113C" 1.325 29.3817829457
"4533" "YPL034W" 1.325 30.5161418892
"4534" "YOL026C" 1.325 31.373650108
"4535" "YLR262C-A" 1.325 31.8394402504
"4536" "YDR202C" 1.326 30.9571225361
"4537" "YHR086W" 1.326 31.1651829871
"4538" "YNL053W" 1.326 31.5736821855
"4539" "YPR085C" 1.326 32.0400693508
"4540" "YCR082W" 1.326 32.9892349097
"4541" "YNL142W" 1.327 30.4992790195
"4542" "YML075C" 1.327 31.0554197229
"4543" "YLR098C" 1.327 32.0488301119
"4544" "YLR043C" 1.327 33.3667847304
"4545" "YJR115W" 1.328 29.1808731809
"4546" "YGR290W" 1.328 29.2427291019
"4547" "YLR245C" 1.328 30.0472500473
"4548" "YEL031W" 1.328 31.3054393305
"4549" "YCR005C" 1.328 31.5718592965
"4550" "YEL050C" 1.328 32.7765765766
"4551" "YJL216C" 1.329 30.658589017
"4552" "YMR138W" 1.329 31.4019946298
"4553" "YPL087W" 1.33 28.1443298969
"4554" "YJL171C" 1.33 30.7227227227
"4555" "YDL131W" 1.33 31.5408517638
"4556" "YMR119W" 1.33 31.9444444444
"4557" "YDL160C" 1.33 33.4194756554
"4558" "YLR198C" 1.331 31.1396011396
"4559" "YDL129W" 1.331 31.6774297707
"4560" "YOR316C" 1.331 31.8734222863
"4561" "YPR044C" 1.331 32.099026661
"4562" "YNL137C" 1.331 32.1445694265
"4563" "YPR058W" 1.331 33.3125671321
"4564" "YOR209C" 1.331 33.6430082708
"4565" "YER187W" 1.332 30.7395264117
"4566" "YKL141W" 1.332 32.4723020107
"4567" "YDR537C" 1.333 30.378809456
"4568" "YOR143C" 1.333 30.564064251
"4569" "YPL123C" 1.333 31.030884808
"4570" "YHR070W" 1.333 31.4902763562
"4571" "YBR230C" 1.333 33.0445404999
"4572" "YJR161C" 1.333 34.0074466
"4573" "YMR311C" 1.334 26.2824706561
"4574" "YEL041W" 1.334 28.2496413199
"4575" "YBR211C" 1.334 30.6959958756
"4576" "YPR032W" 1.334 30.9328358209
"4577" "YDR226W" 1.334 31.2656667352
"4578" "YCL056C" 1.334 31.8892286782
"4579" "YHL031C" 1.334 32.9015165357
"4580" "YOR016C" 1.334 33.3864689527
"4581" "YKL017C" 1.335 30.2784005979
"4582" "YBR221C" 1.335 32.3763955343
"4583" "YJR112W" 1.335 32.5222491909
"4584" "YIL013C" 1.335 32.6147186147
"4585" "YOR059C" 1.336 28.1060745091
"4586" "YLR318W" 1.336 29.2850727501
"4587" "YGR247W" 1.336 32.8278041074
"4588" "YAR020C" 1.336 32.9551451187
"4589" "YCR020C-A" 1.336 33.5038701152
"4590" "YJR004C" 1.337 32.0403225806
"4591" "YJL198W" 1.337 32.2699386503
"4592" "YGL253W" 1.337 32.3675264947
"4593" "YOR281C" 1.337 32.44852532
"4594" "YOL059W" 1.337 34.0983935743
"4595" "YPL046C" 1.338 29.140440598
"4596" "YBL069W" 1.338 29.5094339623
"4597" "YGL218W" 1.338 31.8480138169
"4598" "YLR204W" 1.338 32.150987613
"4599" "YJR051W" 1.338 32.211856171
"4600" "YER122C" 1.338 32.647275405
"4601" "YDL243C" 1.338 32.8059635069
"4602" "YEL052W" 1.338 32.8104945262
"4603" "YNL220W" 1.338 32.8366595621
"4604" "YER024W" 1.339 30.6366251198
"4605" "YNL207W" 1.339 33.2863103517
"4606" "YEL046C" 1.339 36.5854115882
"4607" "YIL046W" 1.34 30.9919736571
"4608" "YOR323C" 1.34 31.2646619748
"4609" "YJR015W" 1.34 32.6839931989
"4610" "YGR172C" 1.34 32.7638293529
"4611" "YMR042W" 1.34 35.4885963286
"4612" "YGR157W" 1.341 31.8458574181
"4613" "YBL031W" 1.341 32.7245296415
"4614" "YDR455C" 1.342 30.7579908676
"4615" "YPL149W" 1.342 32.1397012413
"4616" "YLR042C" 1.342 32.2984836393
"4617" "YKL163W" 1.344 30.3683662851
"4618" "YER031C" 1.344 30.7553452506
"4619" "YHR025W" 1.344 31.5834218916
"4620" "YNR010W" 1.344 32.2456964006
"4621" "YHR132C" 1.344 32.9137140475
"4622" "YGL114W" 1.344 34.5239786856
"4623" "YDR408C" 1.344 34.846929074
"4624" "YBR109C" 1.345 32.612534626
"4625" "YLR203C" 1.345 32.646606633
"4626" "YPL051W" 1.346 29.3632819751
"4627" "YLR209C" 1.346 30.0735671514
"4628" "YOR179C" 1.346 32.2315202232
"4629" "YNL182C" 1.346 34.0448487413
"4630" "YGL128C" 1.347 30.3474747475
"4631" "YLL056C" 1.348 29.9298969072
"4632" "YKL034W" 1.348 30.2093933464
"4633" "YOR045W" 1.348 32.046556741
"4634" "YIR005W" 1.349 27.3558613482
"4635" "YNL152W" 1.35 31.2557580613
"4636" "YBR213W" 1.35 31.3873733437
"4637" "YMR145C" 1.35 31.938886868
"4638" "YGL220W" 1.35 34.2567567568
"4639" "YLR394W" 1.351 29.7344849648
"4640" "YDR523C" 1.351 32.0550421856
"4641" "YOL052C" 1.351 33.3059238127
"4642" "YGL255W" 1.352 28.926925609
"4643" "YIL052C" 1.352 30.1493789862
"4644" "YMR113W" 1.353 30.4719188768
"4645" "YIL074C" 1.353 32.3847971642
"4646" "YMR199W" 1.354 30.6261895699
"4647" "YKL130C" 1.354 33.1117589893
"4648" "YPR086W" 1.354 33.662970369
"4649" "YER044C-A" 1.355 29.6255707763
"4650" "YJL060W" 1.355 31.6739175471
"4651" "YGL097W" 1.355 32.3983739837
"4652" "YNL326C" 1.356 30.857093185
"4653" "YGL152C" 1.356 31.435343193
"4654" "YMR156C" 1.356 31.4511210762
"4655" "YDR236C" 1.356 32.5105973025
"4656" "YDR328C" 1.356 33.2216445215
"4657" "YBR199W" 1.356 34.1106099235
"4658" "YHR022C" 1.357 28.4772776222
"4659" "YLL025W" 1.357 28.7967806841
"4660" "YLR151C" 1.357 30.5808194507
"4661" "YDL226C" 1.357 31.9564787339
"4662" "YIL067C" 1.357 33.3721206364
"4663" "YDL169C" 1.358 30.9940193854
"4664" "YML028W" 1.358 33.6884154461
"4665" "YIL100W" 1.359 29.7704136885
"4666" "YER011W" 1.359 32.2516720337
"4667" "YHR179W" 1.359 32.6444762099
"4668" "YDR183W" 1.359 32.9479430688
"4669" "YKL025C" 1.36 31.8542654028
"4670" "YPR193C" 1.361 29.7080291971
"4671" "YEL042W" 1.361 33.251062108
"4672" "YPL251W" 1.362 29.3781243751
"4673" "YOL050C" 1.362 29.6520423601
"4674" "YOL032W" 1.362 30.0639105253
"4675" "YCL009C" 1.362 32.3702882483
"4676" "YLR177W" 1.363 30.6660746004
"4677" "YDR224C" 1.363 31.2828089692
"4678" "YHR012W" 1.363 31.607428115
"4679" "YBR207W" 1.363 32.2450608661
"4680" "YJR096W" 1.364 30.4388475482
"4681" "YJL030W" 1.364 30.5977510357
"4682" "YEL012W" 1.364 31.298195242
"4683" "YDR107C" 1.364 34.5966263293
"4684" "YDR489W" 1.365 32.9604544461
"4685" "YHR115C" 1.366 29.1735829066
"4686" "YJL211C" 1.366 29.3158347676
"4687" "YKL165C" 1.366 30.8703406456
"4688" "YDR470C" 1.366 31.9726315789
"4689" "YJL185C" 1.366 32.0107291874
"4690" "YMR041C" 1.367 28.8221762135
"4691" "YLR285W" 1.367 30.5311188173
"4692" "YBR217W" 1.367 31.2329442709
"4693" "YER062C" 1.367 31.7986505682
"4694" "YER042W" 1.367 32.2338801984
"4695" "YGR073C" 1.367 32.4136451405
"4696" "YGL015C" 1.369 29.741563786
"4697" "YLR048W" 1.369 30.0393332085
"4698" "YGR169C" 1.369 30.7421150278
"4699" "YDR378C" 1.369 33.8187764525
"4700" "YIL089W" 1.37 30.0730083745
"4701" "YKR045C" 1.37 30.2125902993
"4702" "YOL152W" 1.37 30.2980192622
"4703" "YGR184C" 1.37 31.7948203172
"4704" "YOR150W" 1.37 32.8407544235
"4705" "YKL016C" 1.37 33.1403542182
"4706" "YJR062C" 1.371 33.388047138
"4707" "YLR142W" 1.372 30.0095474508
"4708" "YHR029C" 1.373 29.8774795799
"4709" "YLR443W" 1.373 31.316537223
"4710" "YKL116C" 1.373 31.5334538879
"4711" "YHR175W" 1.373 31.9654382677
"4712" "YLR055C" 1.374 30.8279220779
"4713" "YBR187W" 1.374 34.0290200755
"4714" "YLR173W" 1.375 31.4538714992
"4715" "YBR067C" 1.375 32.7255075022
"4716" "YGR208W" 1.376 30.1108774613
"4717" "YPL054W" 1.376 30.8346145399
"4718" "YDR051C" 1.377 31.8849069607
"4719" "YOR164C" 1.377 32.1689101172
"4720" "YEL017W" 1.377 32.6706231454
"4721" "YIL070C" 1.378 30.5557958478
"4722" "YDR249C" 1.378 30.6630236794
"4723" "YML064C" 1.378 30.883020425
"4724" "YNL150W" 1.378 31.336710834
"4725" "YFL005W" 1.378 32.8262141603
"4726" "YER007W" 1.379 29.65625
"4727" "YIL173W" 1.379 30.8186864015
"4728" "YPL023C" 1.379 32.3810456237
"4729" "YNL303W" 1.379 32.6287676459
"4730" "YMR225C" 1.379 32.8056151297
"4731" "YPL216W" 1.38 30.4813521955
"4732" "YOR128C" 1.38 31.6693877551
"4733" "YDR205W" 1.38 32.2170854271
"4734" "YDR513W" 1.38 32.3538673489
"4735" "YJR006W" 1.38 32.3639253079
"4736" "YMR083W" 1.382 32.575348628
"4737" "YLR212C" 1.382 32.8159160472
"4738" "YHR044C" 1.382 33.0176817289
"4739" "YHR042W" 1.383 30.4216011369
"4740" "YDR178W" 1.383 32.3142971246
"4741" "YKR055W" 1.384 31.6367591082
"4742" "YIL002C" 1.385 30.5958333333
"4743" "YIR001C" 1.385 31.6770303373
"4744" "YKR042W" 1.385 31.8864170736
"4745" "YOR213C" 1.385 33.4796123606
"4746" "YJL202C" 1.386 30.5122255934
"4747" "YOR044W" 1.386 31.6716656669
"4748" "YGL067W" 1.386 32.4708952228
"4749" "YML078W" 1.386 32.487135506
"4750" "YIL022W" 1.386 32.8009781791
"4751" "YJL026W" 1.387 30.8042306925
"4752" "YPR100W" 1.387 33.0159053834
"4753" "YNL281W" 1.387 33.6503800217
"4754" "YER067W" 1.387 33.752539618
"4755" "YMR104C" 1.388 30.4291750056
"4756" "YER003C" 1.388 30.8787104384
"4757" "YBL027W" 1.389 31.8132346539
"4758" "YHR117W" 1.39 30.6473880597
"4759" "YNL070W" 1.39 31.5455855114
"4760" "YHR190W" 1.39 31.8031129978
"4761" "YDR257C" 1.39 31.8836734694
"4762" "YKL219W" 1.39 32.5219683656
"4763" "YPR050C" 1.391 30.6834669721
"4764" "YJL002C" 1.391 31.1751968504
"4765" "YKL152C" 1.391 32.6644215531
"4766" "YJL164C" 1.391 32.8585539313
"4767" "YOR196C" 1.391 33.2774444052
"4768" "YGR133W" 1.392 31.7948717949
"4769" "YBR043C" 1.392 32.083090662
"4770" "YDR280W" 1.392 32.2218161886
"4771" "YKL184W" 1.392 34.5231813042
"4772" "YDL158C" 1.393 28.7853161638
"4773" "YFL017W-A" 1.393 31.1239669421
"4774" "YNL153C" 1.393 31.3170731707
"4775" "YOL139C" 1.393 33.6800699301
"4776" "YJR069C" 1.393 34.1507024266
"4777" "YOL147C" 1.393 34.5024342746
"4778" "YNL144C" 1.394 30.6452265372
"4779" "YDR175C" 1.396 30.2000689893
"4780" "YHR144C" 1.396 31.3136584488
"4781" "YMR236W" 1.396 34.0161259359
"4782" "YLR242C" 1.397 29.9907097733
"4783" "YOR333C" 1.397 30.7341468294
"4784" "YJL212C" 1.397 32.7353004523
"4785" "YHR193C" 1.397 33.3485005171
"4786" "YLR063W" 1.398 29.2362935716
"4787" "YLR426W" 1.398 30.4326030449
"4788" "YHR028C" 1.398 31.4267434421
"4789" "YDR262W" 1.398 33.1744620309
"4790" "YOL043C" 1.399 28.559612669
"4791" "YLR141W" 1.399 29.0479041916
"4792" "YOR236W" 1.399 32.0901194354
"4793" "YOR226C" 1.399 32.5312618416
"4794" "YLR355C" 1.4 31.2709677419
"4795" "YGR106C" 1.401 29.7075084716
"4796" "YFL015C" 1.401 29.8279531749
"4797" "YNL135C-R" 1.401 31.9384158783
"4798" "YOR161C" 1.401 32.0854271357
"4799" "YDR077W" 1.401 33.1229847996
"4800" "YBR268W" 1.401 33.5658257367
"4801" "YML101C" 1.402 30.0098135427
"4802" "YJR088C" 1.402 30.9537572254
"4803" "YPL049C" 1.402 31.637175743
"4804" "YDR483W" 1.402 32.4931345626
"4805" "YOL133W" 1.402 33.2370384542
"4806" "YDR300C" 1.402 34.0465480149
"4807" "YNL331C" 1.403 29.5354023416
"4808" "YMR316C-B" 1.403 30.5297880848
"4809" "YIL015W" 1.403 31.098989899
"4810" "YOR049C" 1.403 31.2949778718
"4811" "YOL005C" 1.403 32.1359223301
"4812" "YIL023C" 1.403 33.6988001655
"4813" "YGR026W" 1.404 29.0910364146
"4814" "YIL164C" 1.404 31.450927357
"4815" "YOL120C" 1.404 31.4656052256
"4816" "YPL015C" 1.404 31.9664782693
"4817" "YDR450W" 1.405 31.4835053633
"4818" "YOR182C" 1.405 32.0329249617
"4819" "YGL101W" 1.406 30.8612951485
"4820" "YDR456W" 1.406 31.1594477019
"4821" "YCL002C" 1.406 33.7863372093
"4822" "YJL167W" 1.407 31.5970324092
"4823" "YOL031C" 1.407 31.8080667594
"4824" "YNL190W" 1.407 31.8498240125
"4825" "YKL037W" 1.407 32.0257722191
"4826" "YGR068C" 1.407 32.6701570681
"4827" "YNR025C" 1.408 27.4572127139
"4828" "YHL041W" 1.408 30.2662783441
"4829" "YOR130C" 1.408 31.3409415121
"4830" "YDR349C" 1.408 32.2044790652
"4831" "YOR329C" 1.408 32.4438787318
"4832" "YPL144W" 1.409 31.4749947246
"4833" "YEL058W" 1.409 31.5088469765
"4834" "YPL145C" 1.41 29.0179046268
"4835" "YFR055W" 1.41 32.1407333994
"4836" "YLR359W" 1.41 32.4322103533
"4837" "YBR220C" 1.41 32.770326907
"4838" "YJR021C" 1.411 32.7257859349
"4839" "YNR043W" 1.411 33.1242631455
"4840" "YGL012W" 1.411 34.4691879439
"4841" "YOL009C" 1.412 31.3603238866
"4842" "YHR139C" 1.412 31.8615449557
"4843" "YJL170C" 1.412 31.898895497
"4844" "YHR018C" 1.412 32.2434417629
"4845" "YJR058C" 1.412 32.5262481251
"4846" "YCR043C" 1.413 31.38927646
"4847" "YOL052C-A" 1.413 31.7841409692
"4848" "YBR189W" 1.413 33.4608110948
"4849" "YIR009W" 1.414 31.0436548223
"4850" "YGL240W" 1.415 28.8762947039
"4851" "YJR122W" 1.415 30.6888633754
"4852" "YNL268W" 1.415 31.6594231529
"4853" "YJR119C" 1.415 32.4120913017
"4854" "YGL247W" 1.415 32.483974359
"4855" "YDR210W" 1.415 33.4881209503
"4856" "YLR058C" 1.416 29.5279526101
"4857" "YDR135C" 1.416 29.6680580402
"4858" "YNL240C" 1.416 31.099780044
"4859" "YGR176W" 1.416 31.6259477675
"4860" "YLR100W" 1.416 32.8832341473
"4861" "YMR130W" 1.416 33.3728278041
"4862" "YEL024W" 1.416 33.6097169243
"4863" "YLR155C" 1.417 33.8312337532
"4864" "YOR103C" 1.417 34.7923507823
"4865" "YPL095C" 1.418 32.1320495186
"4866" "YNL081C" 1.418 32.2395209581
"4867" "YGL100W" 1.418 32.8050677928
"4868" "YML102W" 1.419 34.3689105403
"4869" "YGL130W" 1.42 31.6650128994
"4870" "YMR164C" 1.42 34.4901796908
"4871" "YKL199C" 1.421 32.1307506053
"4872" "YMR279C" 1.422 27.643020595
"4873" "YPR156C" 1.422 32.9805746661
"4874" "YPR129W" 1.423 28.4910030287
"4875" "YDL206W" 1.423 30.655146221
"4876" "YDL219W" 1.423 30.8823529412
"4877" "YMR222C" 1.423 32.1003254834
"4878" "YLR080W" 1.424 30.7212351946
"4879" "YEL035C" 1.425 31.3865769435
"4880" "YER093C-A" 1.425 32.3534815359
"4881" "YIL004C" 1.426 31.7674418605
"4882" "YBR084C-A" 1.426 31.9007603041
"4883" "YOR184W" 1.426 32.0465631929
"4884" "YNL221C" 1.426 32.6827012026
"4885" "YLR201C" 1.426 33.4934497817
"4886" "YLL035W" 1.427 31.9241652518
"4887" "YNL130C" 1.427 32.3509497837
"4888" "YHR096C" 1.428 29.447394297
"4889" "YDL163W" 1.428 30.7249369121
"4890" "YKL190W" 1.428 32.593204775
"4891" "YHR185C" 1.429 27.815449817
"4892" "YMR256C" 1.429 31.7402808874
"4893" "YBL068W" 1.429 31.9006398193
"4894" "YER020W" 1.429 32.1529850746
"4895" "YNL217W" 1.429 32.7942264989
"4896" "YMR024W" 1.43 31.3180121784
"4897" "YNL111C" 1.43 32.3230490018
"4898" "YIL024C" 1.43 32.347826087
"4899" "YKR085C" 1.43 34.099438963
"4900" "YJR094C" 1.431 31.5987841945
"4901" "YHL011C" 1.431 33.186440678
"4902" "YBL021C" 1.431 33.216720488
"4903" "YGL213C" 1.432 28.1640517479
"4904" "YJR012C" 1.432 32.6697004171
"4905" "YNR019W" 1.432 33.2571959146
"4906" "YPL132W" 1.432 33.6803874092
"4907" "YGL011C" 1.432 33.7821628942
"4908" "YKL108W" 1.433 31.2457142857
"4909" "YKL008C" 1.433 32.8640776699
"4910" "YOL077W-A" 1.434 32.9893908282
"4911" "YKL128C" 1.434 33.2999791536
"4912" "YNL198C" 1.435 29.0400165872
"4913" "YAL038W-R" 1.435 29.4803001876
"4914" "YKL167C" 1.435 31.7972725422
"4915" "YHR111W" 1.435 32.2940708317
"4916" "YJR111C" 1.435 33.0623608018
"4917" "YPL066W" 1.435 34.3042603767
"4918" "YMR305C" 1.435 34.6703864435
"4919" "YLR157C" 1.435 35.2027027027
"4920" "YPR142C" 1.437 27.5545851528
"4921" "YNR029C" 1.437 31.8881516588
"4922" "YDL136W" 1.437 32.6505503993
"4923" "YDR435C" 1.437 32.8139013453
"4924" "YJR124C" 1.437 33.0634861007
"4925" "YDL134C" 1.438 30.1488981537
"4926" "YOR192C" 1.438 30.4303851947
"4927" "YLR379W" 1.438 31.1898395722
"4928" "YOR276W" 1.438 32.4817275748
"4929" "YLR364W" 1.439 31.9625246548
"4930" "YDL046W" 1.439 34.6614242027
"4931" "YOL073C" 1.44 33.2523364486
"4932" "YML052W" 1.44 34.1722526914
"4933" "YDL130W-A" 1.441 27.7142857143
"4934" "YCL025C" 1.441 30.7699548193
"4935" "YNR022C" 1.441 32.2263169304
"4936" "YBR082C" 1.441 33.4211489206
"4937" "YDR156W" 1.442 32.2139117427
"4938" "YBL055C" 1.442 32.6348903718
"4939" "YLR171W" 1.443 28.6278195489
"4940" "YOR156C" 1.443 30.5831363278
"4941" "YLR150W" 1.443 31.3314570253
"4942" "YJL179W" 1.443 31.8928847641
"4943" "YLL010C" 1.443 33.1577897467
"4944" "YHL006C" 1.444 30.06288145
"4945" "YCR036W" 1.444 31.1406133134
"4946" "YLR195C" 1.444 33.2870466321
"4947" "YJL097W" 1.444 34.8404516446
"4948" "YLR354C" 1.445 23.7337164751
"4949" "YJL161W" 1.445 30.4409209383
"4950" "YMR291W" 1.445 31.7547683924
"4951" "YKL216W" 1.446 29.1583740934
"4952" "YNL074C" 1.446 31.1256728294
"4953" "YGL142C" 1.446 32.5432193623
"4954" "YOR250C" 1.446 33.4141321747
"4955" "YHL040C" 1.447 28.1397868882
"4956" "YHR199C" 1.447 32.0158922094
"4957" "YNL075W" 1.447 33.6455696203
"4958" "YDL217C" 1.448 31.7313489073
"4959" "YGR277C" 1.448 32.296107507
"4960" "YMR033W" 1.448 32.4141276926
"4961" "YOR136W" 1.448 32.4385672636
"4962" "YDR319C" 1.448 34.1476774759
"4963" "YOR202W" 1.448 34.2620104187
"4964" "YOR095C" 1.448 35.4051778573
"4965" "YJL028W" 1.449 27.1544715447
"4966" "YLR390W-A" 1.449 31.4598393574
"4967" "YER104W" 1.449 31.73791019
"4968" "YIL098C" 1.45 31.9906154124
"4969" "YJL001W" 1.45 33.6734306846
"4970" "YGL166W" 1.451 30.1914098973
"4971" "YDR297W" 1.451 32.6503960608
"4972" "YGL076C" 1.451 33.1883427577
"4973" "YIL171W" 1.452 28.8076311606
"4974" "YNL073W" 1.452 32.0575714575
"4975" "YDR179W-A" 1.452 32.6697674419
"4976" "YDL128W" 1.453 33.6022707724
"4977" "YPR093C" 1.454 30.3595355069
"4978" "YER046W" 1.454 32.2490909091
"4979" "YGL050W" 1.457 31.5418746534
"4980" "YGL226W" 1.459 30.8931894306
"4981" "YOR332W" 1.459 32.6988690818
"4982" "YER044C" 1.459 33.2121900435
"4983" "YGL154C" 1.46 31.1925897337
"4984" "YLR461W" 1.46 31.3997717763
"4985" "YDR073W" 1.46 33.8967297762
"4986" "YOR220W" 1.461 30.8926441352
"4987" "YIL111W" 1.461 31.4741784038
"4988" "YNR020C" 1.461 31.8680261639
"4989" "YIL020C" 1.462 33.2061796681
"4990" "YJR001W" 1.462 33.5158680772
"4991" "YNR055C" 1.463 31.8548212351
"4992" "YKR074W" 1.463 32.7648080262
"4993" "YMR194C-A" 1.464 29.7618016457
"4994" "YLR054C" 1.464 30.8058017728
"4995" "YDR352W" 1.464 31.9895591647
"4996" "YJR048W" 1.465 33.617267615
"4997" "YPR001W" 1.466 31.6171860594
"4998" "YCR090C" 1.466 33.4650047939
"4999" "YDR152W" 1.467 31.7602927722
"5000" "YDL201W" 1.467 31.9660954487
"5001" "YGR062C" 1.468 30.6643491696
"5002" "YJL205C-A" 1.468 31.0256410256
"5003" "YDL178W" 1.468 31.1404353689
"5004" "YMR002W" 1.468 32.3878627968
"5005" "YPL219W" 1.469 30.5208739758
"5006" "YGR174C" 1.47 30.8609271523
"5007" "YER135C" 1.47 31.0762917366
"5008" "YBL064C" 1.47 32.2388899306
"5009" "YPR010C" 1.472 30.4252168394
