"Transcript.ID" "Gene.name" "Poly.A..tags" "Mean.TL" "Median.TL" "X10th..ile..TL" "X25th..ile..TL" "X75th..ile..TL" "X90th..ile..TL" "mRNA.RPKM" "RPF.RPKM" "log2.TE."
"1100" "YML035C" "YML035C" 276 32.6 32 12.6 20.5 43.2 53 NA NA NA
"1101" "YNL277W" "YNL277W" 78 24.7 20.9 6.2 10.2 38.1 46.1 NA NA NA
"1102" "YLR154C" "YLR154C" 246 26 24.9 8.8 15.5 34.6 45.1 NA NA NA
"1103" "YCL010C" "YCL010C" 3 43.9 40.9 NA NA NA NA NA NA NA
"1104" "YGR125W" "YGR125W" 258 38.6 34.6 11.6 18.8 49.9 61.3 NA NA NA
"1105" "YPR171W" "YPR171W" 388 34 34.1 11.1 17.7 47.8 56.7 NA NA NA
"1106" "YKL056C" "YKL056C" 22554 26.4 24.6 9.2 15 35.6 46 NA NA NA
"1107" "YKL065W-A" "YKL065W-A" 1 26.6 26.6 NA NA NA NA NA NA NA
"1108" "YKL009W" "YKL009W" 3130 34.4 33.7 14 22 45.4 55 NA NA NA
"1109" "YGR208W" "YGR208W" 889 32.8 31.3 12.4 19.9 43.5 53.8 NA NA NA
"1110" "YLR178C" "YLR178C" 207 30 27.8 10.8 18.4 42.5 51.8 NA NA NA
"1111" "YIL144W" "YIL144W" 14 40.8 46.2 8.1 34.7 55.4 58 NA NA NA
"1112" "YHR063C" "YHR063C" 942 33 31.9 13.9 20.6 43.7 53.9 NA NA NA
"1113" "YPL270W" "YPL270W" 243 31.4 32.1 11.9 17.7 42.4 52.5 NA NA NA
"1114" "YNL307C" "YNL307C" 525 33.6 33.2 13.3 19.9 46.7 55 NA NA NA
"1115" "YKR056W" "YKR056W" 3 32.4 45.1 NA NA NA NA NA NA NA
"1116" "YLR075W" "YLR075W" 31261 26.7 25.8 9.7 16.3 35.6 44.5 NA NA NA
"1117" "YJR057W" "YJR057W" 388 34.2 31.3 13.7 19.6 47.8 60.5 NA NA NA
"1118" "YJL126W" "YJL126W" 171 38.8 36.2 17.2 25.3 50.1 60.8 NA NA NA
"1119" "YGL011C" "YGL011C" 1723 32.9 31.7 15.3 22.4 42.2 51.6 NA NA NA
"1120" "YIL133C" "YIL133C" 5513 28.3 27.1 10.6 17.1 37.4 47.9 NA NA NA
"1121" "YJL166W" "YJL166W" 1164 27.9 26.2 11.4 16.9 37.7 47.5 NA NA NA
"1122" "YJL200C" "YJL200C" 1 9.4 9.4 NA NA NA NA NA NA NA
"1123" "YDR316W" "YDR316W" 252 27 23 5.9 10.8 42.2 54.5 NA NA NA
"1124" "YMR093W" "YMR093W" 895 32.8 32.6 9.5 17.1 47.1 57.4 NA NA NA
"1125" "YML091C" "YML091C" 9 23.1 19 NA NA NA NA NA NA NA
"1126" "YIR036C" "YIR036C" 195 28.9 25.8 12.4 18.2 37.9 49.3 NA NA NA
"1127" "YKL138C-A" "YKL138C-A" 428 31.2 31.3 11.9 20 41.5 49 NA NA NA
"1128" "YCL044C" "YCL044C" 91 30.1 28.5 10.4 19.1 39.7 49.9 NA NA NA
"1129" "YDR376W" "YDR376W" 128 33.5 32.3 14.7 19.9 41.6 51.6 NA NA NA
"1130" "YKL194C" "YKL194C" 116 29.4 29 9.7 16.2 41.1 49.3 NA NA NA
"1131" "YPR144C" "YPR144C" 294 31.9 29.7 12 17.1 43.6 54.8 NA NA NA
"1132" "YKL096W" "YKL096W" 497 29.9 28.5 10.9 16.9 41.3 51.9 NA NA NA
"1133" "YJR137C" "YJR137C" 199 41 43.6 16.6 30.3 52.5 59.1 NA NA NA
"1134" "YIL009C-A" "YIL009C-A" 73 39.3 41.5 15.8 28.4 48.3 56.9 NA NA NA
"1135" "YJR040W" "YJR040W" 393 29.1 28.2 10.6 16.8 40 48.1 NA NA NA
"1136" "YPR119W" "YPR119W" 248 31.4 33.9 6.7 20.2 42.7 50 NA NA NA
"1137" "YJR015W" "YJR015W" 23 37.8 36.1 19.6 27 49.8 58.8 NA NA NA
"1138" "YLR207W" "YLR207W" 158 33 29.6 11.4 15.9 47.9 59.5 NA NA NA
"1139" "YDR378C" "YDR378C" 1210 29.9 27.7 13.6 19.4 38.8 49.1 NA NA NA
"1140" "YGR277C" "YGR277C" 8 30.3 28.3 NA NA NA NA NA NA NA
"1141" "YBL086C" "YBL086C" 1 36.3 36.3 NA NA NA NA NA NA NA
"1142" "YKL176C" "YKL176C" 289 36.5 35.6 19.1 25.2 47.1 53.8 NA NA NA
"1143" "YKR029C" "YKR029C" 59 33.6 27.6 11.7 15.2 38.8 55.2 NA NA NA
"1144" "YHR045W" "YHR045W" 262 31.9 30.7 12 19.1 43.1 52.7 NA NA NA
"1145" "YDR249C" "YDR249C" 1 45.3 45.3 NA NA NA NA NA NA NA
"1146" "YJL104W" "YJL104W" 866 34.8 33.7 13.9 22.1 46 56.9 NA NA NA
"1147" "YPR010C-A" "YPR010C-A" 1 27.9 27.9 NA NA NA NA NA NA NA
"1148" "YPL019C" "YPL019C" 2727 28.2 25.9 9.7 15.6 39 48.9 NA NA NA
"1149" "YFL041W" "YFL041W" 349 33.9 33.5 14.5 22.1 43.9 54.5 NA NA NA
"1150" "YGR233C" "YGR233C" 660 30.1 28 9.3 15.9 42.9 53.5 NA NA NA
"1151" "YJL168C" "YJL168C" 341 38.4 38.3 12.5 21.4 53.9 63.6 NA NA NA
"1152" "YDR145W" "YDR145W" 189 27.5 26.3 11.1 16.4 36.9 46.4 NA NA NA
"1153" "YDL174C" "YDL174C" 280 32.4 31.2 11.6 20.6 43.2 54 NA NA NA
"1154" "YER091C" "YER091C" 2313 33.3 34.3 9 20.4 45.3 53.9 NA NA NA
"1155" "YPL085W" "YPL085W" 33 20.9 19.8 10.1 13.4 27.2 34.3 NA NA NA
"1156" "YDL103C" "YDL103C" 604 31.8 30.2 13.1 19.7 42.5 53.8 NA NA NA
"1157" "YJR008W" "YJR008W" 50 32.5 32.9 11.4 23.4 42.7 51.5 NA NA NA
"1158" "YDL203C" "YDL203C" 292 33.4 33.3 14.3 23.9 43.3 51.8 NA NA NA
"1159" "YFR024C-A" "YFR024C-A" 848 31 29.5 11.9 19.6 41.6 51 NA NA NA
"1160" "YML031W" "YML031W" 258 31 29.1 10.7 18.4 43.6 53.5 NA NA NA
"1161" "YLR215C" "YLR215C" 2 27.7 27.7 NA NA NA NA NA NA NA
"1162" "YML082W" "YML082W" 208 34.6 37.1 10.1 18 50.2 56.3 NA NA NA
"1163" "YKL100C" "YKL100C" 364 40.1 39.9 18 26.8 51.2 61.7 NA NA NA
"1164" "YDR216W" "YDR216W" 120 27.6 25.3 8.6 13.7 41.1 50.2 NA NA NA
"1165" "YKL130C" "YKL130C" 311 35.8 36.7 15 24.3 47.2 55.2 NA NA NA
"1166" "YPL138C" "YPL138C" 48 34.5 32.8 13.6 22 48.1 55.4 NA NA NA
"1167" "YNL021W" "YNL021W" 259 31.2 30.7 11.7 17.6 41.8 51.8 NA NA NA
"1168" "YNL236W" "YNL236W" 377 34 30 14.6 20 46.1 58 NA NA NA
"1169" "YOL054W" "YOL054W" 67 26.3 22.1 10 15.1 39 47.3 NA NA NA
"1170" "YFR001W" "YFR001W" 1664 31.8 29.8 13.5 20 41.2 52.2 NA NA NA
"1171" "YPR152C" "YPR152C" 200 38.6 39.1 9.9 21 54.2 63 NA NA NA
"1172" "YBR220C" "YBR220C" 357 29.8 27.8 11.3 17.3 40.2 50.3 NA NA NA
"1173" "YPL131W" "YPL131W" 28731 26.1 24 9.3 14.9 35.5 45.3 NA NA NA
"1174" "YGR100W" "YGR100W" 102 34.8 33.2 13.6 19.6 48.4 59.4 NA NA NA
"1175" "YCR094W" "YCR094W" 55 30.8 30.8 17.2 20.5 38.4 48.6 NA NA NA
"1176" "YJL088W" "YJL088W" 93 33.3 33.1 11.6 22.1 43.5 53.8 NA NA NA
"1177" "YHR006W" "YHR006W" 365 34.9 38 8.6 18 50.1 58.4 NA NA NA
"1178" "YGR113W" "YGR113W" 249 40.6 41.5 19.2 29.6 50.9 60 NA NA NA
"1179" "YGL026C" "YGL026C" 2265 31.5 29.9 11.9 18.4 42.9 53.2 NA NA NA
"1180" "YLR318W" "YLR318W" 37 50 50.5 34.6 41 60.5 66.5 NA NA NA
"1181" "YLR319C" "YLR319C" 281 34.2 34.2 12.4 19.6 47.3 54.7 NA NA NA
"1182" "YKL033W-A" "YKL033W-A" 1199 31.7 29.3 14.4 20.2 40.4 51.9 NA NA NA
"1183" "YMR036C" "YMR036C" 169 36.8 40.5 9.6 16.4 52 63.2 NA NA NA
"1184" "YMR235C" "YMR235C" 1869 28.5 26.7 11.6 18.2 37.4 47.3 NA NA NA
"1185" "YOL053W" "YOL053W" 3 21.5 22.7 NA NA NA NA NA NA NA
"1186" "YOR066W" "YOR066W" 146 27.9 25.7 9.3 13 41.4 50.7 NA NA NA
"1187" "YDR295C" "YDR295C" 126 31.2 25.8 10.5 17.5 44.7 54.9 NA NA NA
"1188" "YAL033W" "YAL033W" 587 31.4 29.2 11.4 18 44 54.2 NA NA NA
"1189" "YGL092W" "YGL092W" 534 28.1 26 9.7 16 39.1 49.5 NA NA NA
"1190" "YHR071W" "YHR071W" 3 22.2 16.9 NA NA NA NA NA NA NA
"1191" "YGR155W" "YGR155W" 3821 31.1 30.1 9.8 16.9 43.3 54 NA NA NA
"1192" "YGL208W" "YGL208W" 1 30.3 30.3 NA NA NA NA NA NA NA
"1193" "YBR284W" "YBR284W" 49 46.3 46.1 22.4 33.1 59 69.5 NA NA NA
"1194" "YNR036C" "YNR036C" 519 31.1 28.8 12 17.3 42.7 53.4 NA NA NA
"1195" "YCR060W" "YCR060W" 336 31.6 30.5 13 21.9 40.3 52.2 NA NA NA
"1196" "YNR049C" "YNR049C" 167 38.3 37 18 27 49.9 60.2 NA NA NA
"1197" "YDR192C" "YDR192C" 93 29.2 28.9 7.3 14.8 43.5 52 NA NA NA
"1198" "YOL112W" "YOL112W" 296 44.2 43.7 25.3 35.2 53.2 61.8 NA NA NA
"1199" "YGR215W" "YGR215W" 461 29.3 28.9 9.9 17.2 39.9 50 NA NA NA
"1200" "YML109W" "YML109W" 80 29.4 28.7 11.4 18.7 37.9 51.1 NA NA NA
"1201" "YGR048W" "YGR048W" 239 35.8 35.4 13 19.8 49.3 59.4 NA NA NA
"1202" "YLR342W" "YLR342W" 3156 33.6 32.4 13.2 20.3 44.8 55.5 NA NA NA
"1203" "YOL083W" "YOL083W" 34 34 31.4 16.8 25.2 43.4 49.2 NA NA NA
"1204" "YLR335W" "YLR335W" 938 26.6 24.7 10.2 15.5 34.8 45 NA NA NA
"1205" "YNL251C" "YNL251C" 302 43.1 42.9 21.3 27.3 56 66.3 NA NA NA
"1206" "YPL089C" "YPL089C" 5 26.2 17.3 NA NA NA NA NA NA NA
"1207" "YOR020C" "YOR020C" 5918 24.7 23.1 8.3 14.7 32.5 43.6 NA NA NA
"1208" "YBL028C" "YBL028C" 2040 34.4 32.9 13.1 21.7 46.4 57.2 NA NA NA
"1209" "YBL004W" "YBL004W" 1950 29 28.1 6.8 13 42.2 53.6 NA NA NA
"1210" "YBR164C" "YBR164C" 844 28.2 26.2 11.8 18.4 36.2 47.6 NA NA NA
"1211" "YIL153W" "YIL153W" 154 33.3 33.7 10.5 16.4 46.3 57.7 NA NA NA
"1212" "YOL092W" "YOL092W" 787 40.5 40.8 19.8 28.6 51.4 60.2 NA NA NA
"1213" "YJR088C" "YJR088C" 449 42.7 41.1 20.1 31.3 53.8 65.4 NA NA NA
"1214" "YBR211C" "YBR211C" 203 31.6 29.3 9.2 15.1 47.6 57.8 NA NA NA
"1215" "YLR368W" "YLR368W" 156 37.8 36.6 15.9 24 50 59.9 NA NA NA
"1216" "YBR268W" "YBR268W" 514 29.3 26.1 12.2 16.7 38.3 51.7 NA NA NA
"1217" "YFR030W" "YFR030W" 9 23.9 19.5 NA NA NA NA NA NA NA
"1218" "YKL089W" "YKL089W" 199 33.7 32.4 10.8 17.1 49.6 57.4 NA NA NA
"1219" "YOR006C" "YOR006C" 453 36.2 36.1 14 24.1 48.1 57.1 NA NA NA
"1220" "YML060W" "YML060W" 242 31.6 31 12.6 19.7 43.4 51.9 NA NA NA
"1221" "YLR277C" "YLR277C" 2 46.3 46.3 NA NA NA NA NA NA NA
"1222" "YAL011W" "YAL011W" 169 39.1 43.6 7.6 28 50.3 60.8 NA NA NA
"1223" "YBR244W" "YBR244W" 11 32.3 34.5 24.2 26.5 38.2 41.7 NA NA NA
"1224" "YGR086C" "YGR086C" 1161 33.9 31.9 15.1 22.8 43.4 54.8 NA NA NA
"1225" "YBR179C" "YBR179C" 229 31 30.5 8.3 16.2 46.2 54.5 NA NA NA
"1226" "YDR282C" "YDR282C" 1 59.6 59.6 NA NA NA NA NA NA NA
"1227" "YDR009W" "YDR009W" 1 36.5 36.5 NA NA NA NA NA NA NA
"1228" "YJR097W" "YJR097W" 316 29.1 29.1 9 16.4 38.4 49.6 NA NA NA
"1229" "YPR091C" "YPR091C" 246 32.4 31.7 11 18.9 43 56.1 NA NA NA
"1230" "YLR351C" "YLR351C" 555 29 26.1 12.4 18.5 38 49.1 NA NA NA
"1231" "YOL094C" "YOL094C" 358 29 28.7 8.4 15 38.7 48.4 NA NA NA
"1232" "YPR031W" "YPR031W" 98 34.8 34.5 12.3 20.6 49.1 57.7 NA NA NA
"1233" "YAL002W" "YAL002W" 102 36.2 39.1 11.8 20.8 49.7 55.9 NA NA NA
"1234" "YIL079C" "YIL079C" 56 35.8 31.9 20.4 25.4 45.9 58.7 NA NA NA
"1235" "YDR408C" "YDR408C" 1113 33.7 33.1 14 21.6 44 53.6 NA NA NA
"1236" "YBR126C" "YBR126C" 376 31.9 31.5 12.6 19 42.9 55.2 NA NA NA
"1237" "YOL149W" "YOL149W" 290 34.5 34.2 15.3 23.4 44.7 53.2 NA NA NA
"1238" "YLR257W" "YLR257W" 910 32.3 32.9 12.7 20.1 42.9 50.6 NA NA NA
"1239" "YJR111C" "YJR111C" 339 44.2 44.5 20.3 32.4 55.2 67.9 NA NA NA
"1240" "YLR173W" "YLR173W" 137 36.2 35.5 15.4 27.5 47 53.9 NA NA NA
"1241" "YOR046C" "YOR046C" 1874 28 26.2 10.6 16.8 37.2 47.6 NA NA NA
"1242" "YKR035W-A" "YKR035W-A" 463 27.2 25.1 8.5 14.5 38.2 48.9 NA NA NA
"1243" "YNL141W" "YNL141W" 89 34.9 33.2 15.8 21.9 45.3 56.7 NA NA NA
"1244" "YPL208W" "YPL208W" 166 27.7 23.8 10.4 14.7 37 51.1 NA NA NA
"1245" "YBL026W" "YBL026W" 1006 34.9 34.1 14.3 22.8 45.6 56.4 NA NA NA
"1246" "YMR220W" "YMR220W" 548 32.4 30.8 14.1 21 42.4 53.2 NA NA NA
"1247" "YPR187W" "YPR187W" 4344 34.8 33.9 15.3 22.6 45.6 55.7 NA NA NA
"1248" "YEL018W" "YEL018W" 170 36.2 36.6 12.6 24 48.2 58.2 NA NA NA
"1249" "YER125W" "YER125W" 9 25.7 23.4 NA NA NA NA NA NA NA
"1250" "YOR308C" "YOR308C" 47 31 29.3 12.2 20.3 42.2 50.9 NA NA NA
"1251" "YPL211W" "YPL211W" 749 30.5 29.1 12.2 20.1 40 49.3 NA NA NA
"1252" "YDL077C" "YDL077C" 106 31.5 30.3 13.5 18.8 43.2 51.6 NA NA NA
"1253" "YOR222W" "YOR222W" 180 40.7 42.9 12.8 26.3 53.8 64.1 NA NA NA
"1254" "YOL043C" "YOL043C" 106 40.4 37.8 19.5 30.2 49.8 61.2 NA NA NA
"1255" "YML075C" "YML075C" 493 34.1 33.3 10.8 18 46.4 59.9 NA NA NA
"1256" "YOL061W" "YOL061W" 699 36.1 35.5 13.8 22.5 47.9 58.3 NA NA NA
"1257" "YGL104C" "YGL104C" 66 29.7 27.8 13.6 18.6 37 51.1 NA NA NA
"1258" "YLR015W" "YLR015W" 196 31.3 31 13.5 21.3 40.9 48.6 NA NA NA
"1259" "YNL283C" "YNL283C" 162 25.4 22.9 8.5 14.3 35.6 44.6 NA NA NA
"1260" "YLR008C" "YLR008C" 472 34.7 34.2 16 23.7 45.3 54 NA NA NA
"1261" "YBL046W" "YBL046W" 191 33.3 33.3 11.9 18 46.6 54.6 NA NA NA
"1262" "YGR017W" "YGR017W" 655 31.7 30.3 12.5 19.9 42.5 51.8 NA NA NA
"1263" "YOL005C" "YOL005C" 768 31.9 30.4 12.9 20.2 41.3 51.1 NA NA NA
"1264" "YOR213C" "YOR213C" 187 36.3 36.7 17 26.9 46 54.3 NA NA NA
"1265" "YEL050C" "YEL050C" 479 31.7 32.5 8 16.9 43.7 55.3 NA NA NA
"1266" "YPL236C" "YPL236C" 2 30.9 30.9 NA NA NA NA NA NA NA
"1267" "YIL077C" "YIL077C" 119 45.3 46.1 16.5 34.2 56.4 69 NA NA NA
"1268" "YOL072W" "YOL072W" 164 37.3 37.3 14.7 22.7 50.7 59.1 NA NA NA
"1269" "YLR450W" "YLR450W" 288 34.8 34.5 14.1 20.7 48.4 57.6 NA NA NA
"1270" "YNR048W" "YNR048W" 152 32.8 33.8 9.5 17.4 46.4 55.7 NA NA NA
"1271" "YKL088W" "YKL088W" 203 46.7 46.2 24.3 33.5 56.9 69.7 NA NA NA
"1272" "YIL095W" "YIL095W" 143 32.1 32.4 11.9 18.1 45.2 53.1 NA NA NA
"1273" "YIL017C" "YIL017C" 132 37.8 37.6 17.1 24.6 50 58.4 NA NA NA
"1274" "YOR326W" "YOR326W" 844 25.7 23 7.7 13.5 35.1 46.2 NA NA NA
"1275" "YDR527W" "YDR527W" 340 36.4 36.7 14.2 21.5 48.7 57.3 NA NA NA
"1276" "YLR396C" "YLR396C" 274 32.2 30.1 12.2 17.8 44.7 53.6 NA NA NA
"1277" "YHR147C" "YHR147C" 539 30 27.7 10.9 16.6 41 50.8 NA NA NA
"1278" "YOL123W" "YOL123W" 931 36.3 34.9 15.8 23.7 47 58.6 NA NA NA
"1279" "YDR132C" "YDR132C" 96 37 37.8 13.9 24.1 49.8 57.4 NA NA NA
"1280" "YNL084C" "YNL084C" 1425 32.2 30.6 15.2 20.4 42.6 51.1 NA NA NA
"1281" "YOR068C" "YOR068C" 1 21.1 21.1 NA NA NA NA NA NA NA
"1282" "YGR156W" "YGR156W" 64 32 31.5 16.1 22.5 39.5 50.6 NA NA NA
"1283" "YDR185C" "YDR185C" 23 31.5 28.6 12.4 15.1 45.2 51.2 NA NA NA
"1284" "YDR465C" "YDR465C" 922 34.3 33.6 15.8 22.6 44.9 54.1 NA NA NA
"1285" "YOR166C" "YOR166C" 141 42.4 41.7 22.5 29.4 53.5 63.2 NA NA NA
"1286" "YHR207C" "YHR207C" 271 32 29 13.9 19.4 43.6 52.7 NA NA NA
"1287" "YPR198W" "YPR198W" 127 26.8 27.2 11.4 16.8 35.2 44.3 NA NA NA
"1288" "YHL038C" "YHL038C" 301 33.5 32.7 12.5 17.9 47.7 57.4 NA NA NA
"1289" "YOR051C" "YOR051C" 293 31.3 29.4 11.1 18.9 39.8 50.3 NA NA NA
"1290" "YNL044W" "YNL044W" 949 33.6 31.8 13 20.2 44.4 55.7 NA NA NA
"1291" "YMR313C" "YMR313C" 287 31 28.9 9.5 17.4 44 52.6 NA NA NA
"1292" "YDR425W" "YDR425W" 130 34.3 32.2 13.9 19 48.6 58.8 NA NA NA
"1293" "YNL220W" "YNL220W" 2469 31 29.9 12.6 18.6 41 51.3 NA NA NA
"1294" "YBR287W" "YBR287W" 296 43.7 44.5 19.3 32 55.5 65.6 NA NA NA
"1295" "YGR060W" "YGR060W" 2115 31.6 30.6 13 20.6 41 51.1 NA NA NA
"1296" "YCL064C" "YCL064C" 2072 30.8 29.2 10.9 18 42.2 52.1 NA NA NA
"1297" "YML076C" "YML076C" 132 31.2 32.1 8.7 14 44.1 59 NA NA NA
"1298" "YER174C" "YER174C" 1 12.7 12.7 NA NA NA NA NA NA NA
"1299" "YML029W" "YML029W" 145 40.2 38.3 15.5 25 50.9 61.4 NA NA NA
"1300" "YOR152C" "YOR152C" 69 30.7 31.6 13 21.3 38.2 46 NA NA NA
"1301" "YNL022C" "YNL022C" 315 34.3 33.3 10.7 18.4 48.3 57.5 NA NA NA
"1302" "YGL219C" "YGL219C" 353 37.3 37.6 13.1 23.3 50.4 57.9 NA NA NA
"1303" "YCR048W" "YCR048W" 183 32.9 33 10.1 19 45.3 56.5 NA NA NA
"1304" "YOR183W" "YOR183W" 2 30.7 30.7 NA NA NA NA NA NA NA
"1305" "YER069W" "YER069W" 324 39.7 40.6 15.9 25.4 53 63.6 NA NA NA
"1306" "YGL121C" "YGL121C" 24 25.9 23.8 11.5 18.7 33.9 39.9 NA NA NA
"1307" "YER012W" "YER012W" 1115 32.3 31.8 14.4 21.5 42 51.1 NA NA NA
"1308" "YDR104C" "YDR104C" 63 31.5 30 11.7 20.9 44.4 54.9 NA NA NA
"1309" "YDR222W" "YDR222W" 77 36.2 38.7 12 23.1 50 55.8 NA NA NA
"1310" "YBL067C" "YBL067C" 428 32.1 31.2 9.6 16.7 45 55.5 NA NA NA
"1311" "YMR208W" "YMR208W" 47 26.9 22.1 12.3 16.7 33.5 50.2 NA NA NA
"1312" "YLR168C" "YLR168C" 183 32.5 33 13.3 19.2 43.6 52.6 NA NA NA
"1313" "YDL019C" "YDL019C" 1 21.1 21.1 NA NA NA NA NA NA NA
"1314" "YGL159W" "YGL159W" 93 38.1 37.3 20.1 26.3 49.6 57.1 NA NA NA
"1315" "YDL135C" "YDL135C" 225 25.4 22.8 9.4 14.5 33.9 44.8 NA NA NA
"1316" "YBL039W-B" "YBL039W-B" 107 38.2 36.9 19 26 48.6 60 NA NA NA
"1317" "YOR035C" "YOR035C" 18 33.6 30.8 12.2 18.3 51.6 54.4 NA NA NA
"1318" "YCR093W" "YCR093W" 474 24.7 18.4 7.1 10.9 37.3 51.3 NA NA NA
"1319" "YPR058W" "YPR058W" 501 29.9 28.8 12.8 18.7 39.6 49 NA NA NA
"1320" "YIL152W" "YIL152W" 71 32.6 33.3 16.2 22.3 42.1 48.6 NA NA NA
"1321" "YDL020C" "YDL020C" 464 37.4 38.5 10.2 19.9 52.9 62.1 NA NA NA
"1322" "YMR073C" "YMR073C" 517 31.6 31.3 14.5 21.6 41.6 48.9 NA NA NA
"1323" "YDR168W" "YDR168W" 749 24.7 23.6 8.8 14.2 32.9 42.3 NA NA NA
"1324" "YBR050C" "YBR050C" 32 41.2 41.3 23.3 29.5 51.9 58.8 NA NA NA
"1325" "YGL080W" "YGL080W" 444 30.5 30.7 10.3 17.4 40.4 53.3 NA NA NA
"1326" "YMR022W" "YMR022W" 302 32.9 31.5 11.6 18.6 43.4 54.2 NA NA NA
"1327" "YNL202W" "YNL202W" 37 27.3 27.3 10.5 19.5 36.6 42.1 NA NA NA
"1328" "YLR350W" "YLR350W" 307 39.8 37.9 14.6 24.2 51.5 65.5 NA NA NA
"1329" "YJL186W" "YJL186W" 17 46.7 49.8 27.2 35.8 58.1 63.7 NA NA NA
"1330" "YER023W" "YER023W" 2164 29.4 27 12.5 17.8 39 50.3 NA NA NA
"1331" "YER163C" "YER163C" 115 30.9 28 14.3 20.8 39.3 50.4 NA NA NA
"1332" "YLR262C-A" "YLR262C-A" 3520 27 25.2 13.2 18.1 34.4 43.6 NA NA NA
"1333" "YBR069C" "YBR069C" 2013 34.7 34.9 13.9 22.7 45.7 54.3 NA NA NA
"1334" "YGL114W" "YGL114W" 197 37 36.7 15.9 23.7 48.9 57.7 NA NA NA
"1335" "YGL040C" "YGL040C" 1280 33.6 32.3 13.4 21 43.9 54.2 NA NA NA
"1336" "YKR084C" "YKR084C" 594 29.7 27.4 12.5 17.9 39 50.1 NA NA NA
"1337" "YDL017W" "YDL017W" 119 31.8 28.9 11.3 18.9 46.5 55.5 NA NA NA
"1338" "YMR246W" "YMR246W" 1197 33.7 33.9 11.6 19.2 46.2 57 NA NA NA
"1339" "YLR033W" "YLR033W" 60 32.9 30.3 14.9 23.2 43 50.8 NA NA NA
"1340" "YLR088W" "YLR088W" 737 33.3 31.4 13.8 20.5 43.8 55.7 NA NA NA
"1341" "YGR255C" "YGR255C" 319 31.4 29.6 12 18.4 41.3 54.7 NA NA NA
"1342" "YNL156C" "YNL156C" 200 37.4 37 15.7 24.1 49.5 59.5 NA NA NA
"1343" "YNL138W" "YNL138W" 1396 27.9 26.3 11.6 18 36.8 45.8 NA NA NA
"1344" "YGL110C" "YGL110C" 221 37.2 38.1 13.6 21.9 49.6 60 NA NA NA
"1345" "YDL051W" "YDL051W" 1183 27.2 26.3 9.8 16.7 35.5 45.9 NA NA NA
"1346" "YKL074C" "YKL074C" 232 39 38.6 16.3 22.9 53.3 63.1 NA NA NA
"1347" "YBL102W" "YBL102W" 285 28.3 27.4 10.6 17.4 38.1 47.4 NA NA NA
"1348" "YGR282C" "YGR282C" 3092 30 29.4 10.8 17.3 41.2 49.9 NA NA NA
"1349" "YEL043W" "YEL043W" 190 31.2 28.3 11.7 17.3 39.9 52.9 NA NA NA
"1350" "YMR077C" "YMR077C" 170 37.3 36.9 16.6 24.5 50.8 58.8 NA NA NA
"1351" "YPL183C" "YPL183C" 634 30.7 28 11.2 16.7 42.7 54.6 NA NA NA
"1352" "YDR166C" "YDR166C" 218 29.6 28.8 10.1 15.7 40.8 52.2 NA NA NA
"1353" "YKR088C" "YKR088C" 537 30 28 11.5 18.9 40.2 49.3 NA NA NA
"1354" "YJR036C" "YJR036C" 24 45 46.1 26 37.9 56.1 63.5 NA NA NA
"1355" "YPR056W" "YPR056W" 366 28.9 29 8.2 15.3 41 50 NA NA NA
"1356" "YJR080C" "YJR080C" 295 34.3 32.2 14.5 21.4 44.2 55.7 NA NA NA
"1357" "YJL005W" "YJL005W" 342 26.3 24.6 8.6 14.8 35.4 47.1 NA NA NA
"1358" "YGR204C-A" "YGR204C-A" 2 42.5 42.5 NA NA NA NA NA NA NA
"1359" "YJL050W" "YJL050W" 2040 28.1 25.9 7.9 14.3 39.4 51.2 NA NA NA
"1360" "YGR112W" "YGR112W" 80 42.3 44.4 15.9 28 56.4 66.8 NA NA NA
"1361" "YDR146C" "YDR146C" 484 35 34.9 19.4 26.5 42.7 50.5 NA NA NA
"1362" "YKR063C" "YKR063C" 13 33.1 32.8 11.3 14.9 46.5 62 NA NA NA
"1363" "YNR074C" "YNR074C" 1 22.3 22.3 NA NA NA NA NA NA NA
"1364" "YPL158C" "YPL158C" 426 33.8 33.5 7.5 15.2 48.5 57.5 NA NA NA
"1365" "YJL105W" "YJL105W" 1 45.9 45.9 NA NA NA NA NA NA NA
"1366" "YDR248C" "YDR248C" 137 32 29.4 15.2 19.2 41.7 55.7 NA NA NA
"1367" "YJR016C" "YJR016C" 3634 28.8 27.3 9.2 15.4 39.7 49.9 NA NA NA
"1368" "YDL202W" "YDL202W" 348 34.8 35.3 12.9 21.7 47.4 56.3 NA NA NA
"1369" "YDL100C" "YDL100C" 1870 27 25.5 12.1 16.7 35.3 44.6 NA NA NA
"1370" "YFL008W" "YFL008W" 440 30.8 28.2 8.3 14.4 44.3 57.3 NA NA NA
"1371" "YDR337W" "YDR337W" 402 45.1 44.1 21.6 32.5 57 68.4 NA NA NA
"1372" "YGL055W" "YGL055W" 7 46.4 42.4 NA NA NA NA NA NA NA
"1373" "YJL061W" "YJL061W" 365 30.3 29 12.4 18.6 40.7 51.1 NA NA NA
"1374" "YNR022C" "YNR022C" 408 35.3 32.2 14.1 21.5 46.1 58.3 NA NA NA
"1375" "YMR206W" "YMR206W" 8 35.2 32.2 NA NA NA NA NA NA NA
"1376" "YLR216C" "YLR216C" 2514 25.6 24.2 11.2 16.6 33 41.8 NA NA NA
